name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,season_salary,years_in_the_nba,birthdate,hometown,prior_to_nba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick,rating_bucket,salary_million,position_group,bmi
Bogdan Bogdanovic,Serbia,None,Los Angeles Clippers,10,SG,SF,Perimeter Shot Creator,"6'5""",196,225.0,101.0,"6'11""",211.0,,11.0,"August 18, 1992","Belgrade, Serbia",Serbia,80,86.0,93.0,95.0,80.0,87.0,70.0,90.0,75.0,75.0,75.0,63.0,78.0,89.0,67.0,77.0,64.0,79.0,50.0,65.0,62.0,57.0,57.0,59.0,85.0,73.0,74.0,79.0,73.0,79.0,60.0,53.0,51.0,63.0,43.0,45.0,60.0,60.0,50.0,44.0,34.0,53.0,50.0,80.0,2507.0,silver,,,gold,silver,,silver,,bronze,,,,,,,,,silver,bronze,,,,bronze,,,,,,,,,,,,,,,,gold,,Great,,Guard,26.29112869637651
Bradley Beal,United States,None,Los Angeles Clippers,3,SG,PG,Inside-Out ISO Specialist,"6'4""",193,207.0,93.0,"6'8""",203.0,,13.0,"June 28, 1993","St. Louis, Missouri",Florida,81,82.0,97.0,85.0,84.0,81.0,65.0,80.0,81.0,76.0,83.0,62.0,87.0,98.0,78.0,82.0,66.0,89.0,30.0,84.0,55.0,55.0,54.0,65.0,92.0,79.0,82.0,88.0,76.0,85.0,65.0,56.0,45.0,66.0,46.0,56.0,75.0,65.0,40.0,42.0,36.0,47.0,40.0,90.0,2584.0,gold,bronze,silver,gold,silver,,silver,,silver,,silver,,,,,,silver,silver,,,bronze,silver,,,silver,,,,,,,,,,,,,,gold,,Great,,Guard,24.967113211092915
Branden Carlson,United States,None,Oklahoma City Thunder,15,C,None,Stretch Five,"7'0""",213,220.0,99.0,"7'4""",224.0,,1.0,"June 14, 1999","South Jordan, Utah",Utah,71,72.0,72.0,72.0,82.0,71.0,80.0,55.0,60.0,35.0,30.0,60.0,57.0,85.0,70.0,80.0,65.0,47.0,65.0,60.0,64.0,65.0,65.0,68.0,85.0,39.0,47.0,37.0,27.0,47.0,38.0,39.0,52.0,30.0,25.0,37.0,57.0,39.0,35.0,67.0,53.0,81.0,80.0,71.0,2124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Big,21.821067248561796
Brandin Podziemski,United States,None,Golden State Warriors,2,SG,PG,Shot-Creating 3-Level Threat,"6'4""",193,205.0,92.0,"6'6""",198.0,,2.0,"February 25, 2003","Greenfield, Wisconsin",Santa Clara,81,85.0,97.0,80.0,83.0,76.0,80.0,95.0,79.0,82.0,82.0,54.0,78.0,89.0,85.0,80.0,61.0,87.0,35.0,60.0,54.0,55.0,55.0,60.0,85.0,73.0,69.0,80.0,81.0,68.0,67.0,55.0,45.0,63.0,59.0,42.0,62.0,72.0,45.0,56.0,45.0,67.0,75.0,82.0,2574.0,bronze,bronze,,silver,silver,,bronze,,,,,,,,,,,bronze,bronze,,,,bronze,,,,,,,,bronze,,,bronze,,,,,,,Great,,Guard,24.69864962817794
Brandon Clarke,Canada,None,Memphis Grizzlies,15,C,PF,2-Way Inside-The-Arc Threat,"6'8""",203,215.0,97.0,"6'8""",203.0,,6.0,"September 19, 1996","Vancouver, Canada",Gonzaga,80,71.0,97.0,78.0,57.0,70.0,60.0,65.0,83.0,84.0,83.0,64.0,82.0,90.0,95.0,80.0,73.0,87.0,80.0,84.0,63.0,62.0,62.0,69.0,80.0,58.0,59.0,69.0,65.0,62.0,33.0,73.0,80.0,75.0,59.0,65.0,80.0,72.0,80.0,72.0,75.0,68.0,75.0,80.0,2689.0,,,,,,silver,,,,,bronze,,,,bronze,bronze,,,,,,,,,,,,gold,,,,,,,,,,,,gold,Great,,Big,23.538547404693155
Brandon Ingram,United States,None,Toronto Raptors,3,SF,PF,Mid-Range Slasher,"6'8""",203,190.0,86.0,"7'3""",221.0,,9.0,"September 2, 1997","Kinston, North Carolina",Duke,84,86.0,92.0,89.0,81.0,86.0,75.0,95.0,75.0,74.0,74.0,42.0,77.0,95.0,80.0,85.0,79.0,90.0,65.0,80.0,64.0,70.0,70.0,92.0,98.0,76.0,75.0,85.0,70.0,79.0,73.0,59.0,61.0,69.0,41.0,56.0,75.0,68.0,40.0,52.0,39.0,65.0,50.0,88.0,2708.0,silver,,,silver,gold,,gold,,gold,,bronze,,,,,,silver,,,,bronze,,silver,,silver,,,,,,,,,,,,,,bronze,silver,Great,,Wing,20.869227595913518
Brandon Miller,United States,None,Charlotte Hornets,24,SF,SG,Shot-Creating 3-Level Threat,"6'7""",201,200.0,90.0,"7'1""",216.0,,2.0,"November 22, 2002","Antioch, Tennessee",Alabama,82,82.0,77.0,76.0,79.0,86.0,90.0,85.0,79.0,78.0,82.0,51.0,85.0,95.0,80.0,80.0,63.0,80.0,55.0,87.0,40.0,64.0,47.0,53.0,80.0,76.0,75.0,86.0,78.0,75.0,66.0,61.0,50.0,73.0,43.0,62.0,67.0,68.0,65.0,48.0,38.0,57.0,90.0,90.0,2633.0,bronze,,,silver,silver,silver,,,bronze,,,,,,,,bronze,silver,bronze,,bronze,,bronze,,,,,,,,,,,,,,,,silver,gold,Great,,Wing,22.276676319893078
Brandon Williams,United States,None,Dallas Mavericks,10,PG,SG,3-Level Scoring Threat,"6'1""",185,190.0,86.0,"6'6""",198.0,,4.0,"November 22, 1999","Los Angeles, California",Arizona,77,84.0,88.0,91.0,80.0,85.0,80.0,80.0,76.0,79.0,79.0,62.0,68.0,89.0,75.0,81.0,56.0,82.0,25.0,50.0,27.0,46.0,50.0,75.0,90.0,76.0,75.0,79.0,77.0,79.0,71.0,52.0,33.0,62.0,73.0,40.0,57.0,52.0,45.0,44.0,38.0,49.0,50.0,77.0,2439.0,,,bronze,,bronze,,bronze,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Guard,25.127830533235937
Brice Sensabaugh,United States,None,Utah Jazz,28,SF,SG,Perimeter Shot Creator,"6'5""",196,235.0,106.0,"6'7""",201.0,,2.0,"October 30, 2003","Orlando, Florida",Ohio State,77,83.0,97.0,74.0,85.0,91.0,75.0,75.0,72.0,65.0,67.0,64.0,70.0,88.0,70.0,79.0,61.0,80.0,35.0,60.0,57.0,59.0,57.0,41.0,95.0,61.0,65.0,74.0,62.0,63.0,43.0,47.0,50.0,55.0,43.0,37.0,55.0,54.0,35.0,49.0,41.0,56.0,60.0,81.0,2358.0,bronze,,,bronze,silver,,bronze,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,27.59266972094961
Bronny James,United States,None,Los Angeles Lakers,9,SG,PG,Rim Attacker,"6'3""",191,190.0,86.0,"6'7""",201.0,,1.0,"October 6, 2004","Cleveland, Ohio",USC,68,59.0,69.0,63.0,70.0,73.0,50.0,30.0,83.0,87.0,87.0,60.0,90.0,90.0,90.0,80.0,51.0,68.0,35.0,80.0,37.0,37.0,30.0,37.0,85.0,65.0,67.0,70.0,84.0,65.0,41.0,59.0,47.0,72.0,57.0,44.0,70.0,60.0,65.0,46.0,42.0,50.0,50.0,82.0,2314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,,Guard,23.573915188728378
Brook Lopez,United States,None,Los Angeles Clippers,11,C,None,2-Way 3-Level Scoring Threat,"7'1""",216,282.0,127.0,"7'6""",229.0,,17.0,"April 1, 1988","North Hollywood, California",Stanford,81,85.0,98.0,86.0,81.0,85.0,75.0,85.0,71.0,25.0,60.0,89.0,60.0,92.0,90.0,79.0,75.0,60.0,80.0,65.0,80.0,80.0,80.0,60.0,95.0,41.0,35.0,35.0,25.0,78.0,34.0,75.0,89.0,45.0,37.0,86.0,94.0,78.0,95.0,52.0,50.0,54.0,95.0,83.0,2618.0,,bronze,,bronze,,,,silver,,bronze,,bronze,,,,,,,,,,,,,,,,silver,,,,,gold,,gold,,,silver,,silver,Great,,Big,27.220507544581615
Bruce Brown,United States,None,Denver Nuggets,0,PG,SG,3 & D Threat,"6'4""",193,202.0,91.0,"6'9""",206.0,,7.0,"August 15, 1996","Boston, Massachusetts",Miami (FL),76,73.0,74.0,60.0,75.0,85.0,75.0,70.0,81.0,78.0,78.0,75.0,80.0,92.0,80.0,84.0,54.0,72.0,30.0,70.0,28.0,34.0,42.0,60.0,95.0,74.0,79.0,79.0,76.0,87.0,49.0,65.0,58.0,77.0,53.0,51.0,79.0,75.0,65.0,56.0,48.0,63.0,70.0,80.0,2526.0,,,,,,,bronze,,,,silver,,,,,,,,,,,,gold,bronze,,,,,,,,,,,,,,bronze,,silver,Good,,Guard,24.43018604526296
Bryce McGowens,United States,None,New Orleans Pelicans,11,SF,SG,Shot-Creating 3-Level Threat,"6'6""",198,175.0,79.0,"6'9""",206.0,,3.0,"November 8, 2002","Pendleton, South Carolina",Nebraska,71,69.0,87.0,79.0,77.0,73.0,55.0,40.0,74.0,74.0,75.0,48.0,81.0,85.0,75.0,80.0,57.0,74.0,40.0,80.0,42.0,42.0,42.0,55.0,78.0,57.0,52.0,74.0,72.0,50.0,35.0,55.0,37.0,66.0,40.0,51.0,65.0,60.0,65.0,44.0,35.0,52.0,85.0,77.0,2298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,20.15100499948985
Bub Carrington,United States,None,Washington Wizards,8,PG,SG,Perimeter Shot Creator,"6'5""",196,180.0,81.0,"6'9""",206.0,,1.0,"July 21, 2005","Baltimore, Maryland",Pittsburgh,79,84.0,87.0,92.0,79.0,83.0,80.0,80.0,76.0,82.0,72.0,54.0,75.0,89.0,80.0,80.0,60.0,75.0,35.0,60.0,54.0,55.0,55.0,57.0,85.0,78.0,79.0,86.0,77.0,79.0,70.0,45.0,40.0,55.0,38.0,42.0,52.0,52.0,35.0,45.0,32.0,58.0,85.0,83.0,2472.0,,,,bronze,bronze,,bronze,,,,,,,,,,bronze,bronze,bronze,,bronze,,silver,bronze,silver,,,,,,,,,,,,,,,,Good,,Guard,21.084964598084134
Buddy Hield,Bahamas,None,Golden State Warriors,7,SG,SF,3PT Shot Creator,"6'4""",193,220.0,99.0,"6'9""",206.0,,9.0,"December 17, 1992","Freeport, Bahamas",Oklahoma,77,74.0,97.0,56.0,85.0,78.0,75.0,50.0,72.0,75.0,78.0,41.0,78.0,90.0,60.0,82.0,55.0,75.0,25.0,65.0,28.0,45.0,48.0,59.0,94.0,67.0,70.0,79.0,74.0,70.0,42.0,55.0,48.0,69.0,56.0,51.0,54.0,60.0,50.0,47.0,38.0,56.0,75.0,82.0,2358.0,gold,gold,gold,gold,gold,,silver,,,,,,,,,,,bronze,silver,,bronze,bronze,,,,,,,,,,,,,,,,,gold,,Good,,Guard,26.577894708582782
Cade Cunningham,United States,None,Detroit Pistons,2,PG,SG,Playmaking Inside-Out Scorer,"6'6""",198,220.0,99.0,"7'0""",213.0,,4.0,"September 25, 2001","Arlington, Texas",Oklahoma State,92,89.0,94.0,85.0,83.0,86.0,90.0,98.0,82.0,83.0,83.0,62.0,80.0,94.0,90.0,80.0,72.0,94.0,40.0,75.0,60.0,62.0,60.0,88.0,98.0,88.0,90.0,86.0,83.0,92.0,91.0,66.0,59.0,75.0,42.0,60.0,75.0,76.0,75.0,52.0,37.0,67.0,95.0,96.0,2884.0,silver,,,silver,gold,,gold,,gold,bronze,gold,,,,,,silver,gold,gold,gold,gold,bronze,gold,silver,gold,,,,,,,,,,,,silver,,,silver,Elite,,Guard,25.252525252525253
Caleb Houstan,Canada,None,Atlanta Hawks,2,SG,SF,3 & D Wing,"6'8""",203,205.0,92.0,"7'0""",213.0,,3.0,"January 9, 2003","Mississauga, Canada",Michigan,74,73.0,74.0,76.0,83.0,84.0,70.0,50.0,73.0,78.0,82.0,40.0,72.0,86.0,70.0,80.0,43.0,70.0,25.0,25.0,32.0,32.0,32.0,44.0,80.0,60.0,62.0,70.0,72.0,65.0,30.0,62.0,47.0,80.0,40.0,40.0,78.0,68.0,80.0,40.0,36.0,44.0,75.0,78.0,2250.0,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,bronze,,,bronze,,,,,,,Good,,Guard,22.32522021888423
Caleb Martin,United States,None,Dallas Mavericks,16,PF,SF,Inside-Out Scoring Threat,"6'5""",196,210.0,95.0,"6'10""",208.0,,6.0,"September 28, 1995","Winston-Salem, North Carolina",Nevada,75,70.0,83.0,71.0,78.0,63.0,65.0,60.0,76.0,68.0,74.0,58.0,74.0,85.0,90.0,80.0,62.0,84.0,25.0,70.0,55.0,54.0,54.0,78.0,75.0,60.0,62.0,69.0,59.0,69.0,41.0,67.0,68.0,75.0,53.0,58.0,74.0,72.0,70.0,51.0,47.0,55.0,60.0,79.0,2455.0,bronze,,,silver,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,Good,,Wing,24.729279466888798
Cam Christie,United States,None,Los Angeles Clippers,12,SG,PG,Catch & Shoot Threat,"6'6""",198,190.0,86.0,"6'10""",208.0,,1.0,"July 24, 2005","Arlington Heights, Illinois",Minnesota,68,65.0,67.0,79.0,75.0,79.0,50.0,40.0,75.0,87.0,82.0,42.0,77.0,86.0,70.0,80.0,54.0,66.0,40.0,75.0,40.0,40.0,40.0,40.0,90.0,65.0,68.0,70.0,78.0,68.0,41.0,48.0,47.0,62.0,39.0,30.0,58.0,57.0,45.0,45.0,42.0,48.0,60.0,82.0,2240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,,Guard,21.93653708805224
Cam Spencer,United States,None,Memphis Grizzlies,24,SG,SF,Catch & Shoot Threat,"6'4""",193,207.0,93.0,"6'8""",203.0,,1.0,"April 6, 2000","Davidsonville, Maryland",UConn,68,71.0,68.0,79.0,76.0,90.0,60.0,50.0,71.0,73.0,73.0,45.0,53.0,85.0,90.0,80.0,49.0,69.0,30.0,55.0,36.0,37.0,30.0,52.0,80.0,66.0,67.0,66.0,67.0,67.0,63.0,49.0,44.0,59.0,49.0,44.0,50.0,52.0,45.0,50.0,49.0,51.0,50.0,77.0,2211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,,Guard,24.967113211092915
Cameron Johnson,United States,None,Denver Nuggets,2,PF,SF,Stretch Four,"6'8""",203,210.0,95.0,"6'10""",208.0,,6.0,"March 3, 1996","Moon Township, Pennsylvania",North Carolina,83,89.0,86.0,79.0,83.0,89.0,98.0,98.0,75.0,70.0,70.0,60.0,79.0,85.0,86.0,78.0,66.0,79.0,60.0,60.0,69.0,69.0,69.0,64.0,57.0,59.0,59.0,59.0,43.0,66.0,67.0,61.0,65.0,69.0,43.0,53.0,64.0,68.0,65.0,49.0,41.0,57.0,95.0,86.0,2588.0,silver,bronze,,gold,bronze,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,Great,,Wing,23.053216530369586
Cam Thomas,United States,None,Brooklyn Nets,24,SG,SF,Score-First Two Guard,"6'3""",191,210.0,95.0,"6'7""",201.0,,4.0,"October 13, 2001","Yokosuka, Japan",LSU,81,87.0,86.0,95.0,82.0,88.0,70.0,98.0,75.0,77.0,77.0,54.0,79.0,86.0,75.0,80.0,72.0,91.0,50.0,75.0,58.0,70.0,75.0,85.0,74.0,66.0,59.0,82.0,70.0,52.0,68.0,46.0,41.0,59.0,37.0,30.0,59.0,58.0,40.0,41.0,31.0,51.0,80.0,84.0,2526.0,gold,,gold,bronze,gold,,gold,,gold,,,,,,,,silver,,,,silver,bronze,silver,,,,,,,,,,,,,,,,silver,,Great,,Guard,26.040952824758094
Cam Whitmore,United States,None,Washington Wizards,7,SF,PF,Inside the Arc Shot Creator,"6'7""",201,230.0,104.0,"6'9""",206.0,,2.0,"July 8, 2004","Odenton, Maryland",Villanova,78,75.0,65.0,89.0,73.0,74.0,70.0,80.0,81.0,84.0,84.0,68.0,84.0,88.0,80.0,80.0,63.0,81.0,40.0,80.0,57.0,59.0,59.0,50.0,79.0,68.0,68.0,86.0,84.0,69.0,34.0,56.0,57.0,67.0,49.0,55.0,57.0,58.0,50.0,58.0,50.0,65.0,85.0,83.0,2541.0,,,,,,,silver,,silver,,silver,,,,,,,,silver,,,bronze,silver,,,,,silver,,,,,,,silver,,,,,,Good,,Wing,25.741937080765336
Caris LeVert,United States,None,Detroit Pistons,3,SG,SF,Inside-Out Shot Creator,"6'6""",198,205.0,92.0,"6'10""",208.0,,9.0,"August 25, 1994","Columbus, Ohio",Michigan,80,81.0,82.0,73.0,81.0,72.0,80.0,95.0,77.0,75.0,77.0,54.0,80.0,92.0,80.0,78.0,68.0,81.0,60.0,75.0,52.0,54.0,49.0,79.0,95.0,77.0,75.0,86.0,72.0,84.0,66.0,61.0,45.0,74.0,49.0,58.0,70.0,68.0,60.0,45.0,38.0,52.0,70.0,81.0,2612.0,,,,,bronze,,silver,,silver,,bronze,,,,,,bronze,bronze,,,bronze,,silver,,,,,,,,,,,,,,,,,,Great,,Guard,23.46699316396286
Cason Wallace,United States,None,Oklahoma City Thunder,22,PG,SG,Defensive Menace,"6'3""",191,195.0,88.0,"6'9""",206.0,,2.0,"November 7, 2003","Dallas, Texas",Kentucky,79,79.0,94.0,72.0,80.0,83.0,70.0,75.0,78.0,75.0,87.0,55.0,72.0,90.0,85.0,80.0,54.0,85.0,25.0,70.0,31.0,37.0,37.0,50.0,95.0,69.0,75.0,78.0,75.0,75.0,43.0,75.0,48.0,83.0,96.0,58.0,82.0,84.0,75.0,47.0,46.0,47.0,98.0,82.0,2593.0,,,bronze,bronze,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,silver,,,,,,,Good,,Guard,24.12214577451276
Chet Holmgren,United States,None,Oklahoma City Thunder,7,C,PF,2-Way 3-Level Scoring Threat,"7'1""",216,195.0,88.0,"7'6""",229.0,,3.0,"May 1, 2002","Minneapolis, Minnesota",Gonzaga,88,83.0,95.0,75.0,82.0,73.0,80.0,90.0,75.0,75.0,75.0,45.0,75.0,87.0,90.0,80.0,80.0,80.0,75.0,75.0,78.0,77.0,78.0,85.0,95.0,58.0,60.0,65.0,67.0,59.0,38.0,79.0,90.0,75.0,41.0,97.0,88.0,78.0,85.0,71.0,55.0,86.0,80.0,94.0,2823.0,bronze,,,silver,,gold,,,,silver,,silver,,bronze,bronze,silver,,,bronze,,,,bronze,,,,,gold,,bronze,bronze,,gold,,gold,bronze,silver,,,silver,Great,,Big,18.86145404663923
Chris Boucher,Saint Lucia,None,Boston Celtics,25,C,PF,3-Level Scoring Threat,"6'9""",206,200.0,90.0,"7'4""",224.0,,8.0,"January 11, 1993","Castries, St. Lucia",Oregon,79,83.0,90.0,87.0,80.0,78.0,90.0,75.0,73.0,57.0,55.0,80.0,74.0,89.0,80.0,77.0,73.0,74.0,85.0,80.0,72.0,64.0,72.0,50.0,85.0,38.0,33.0,41.0,25.0,59.0,30.0,59.0,76.0,37.0,43.0,72.0,78.0,50.0,60.0,72.0,67.0,76.0,80.0,79.0,2500.0,,,,,,bronze,,,,,,,,,,bronze,,,,,,,,,,,,silver,,,,,,,,bronze,silver,,,silver,Good,,Big,21.208407955509475
Chris Livingston,United States,None,Milwaukee Bucks,7,PF,SF,Interior Threat,"6'6""",198,220.0,99.0,"6'11""",211.0,,2.0,"October 15, 2003","Akron, Ohio",Kentucky,69,64.0,76.0,68.0,70.0,72.0,60.0,35.0,75.0,80.0,80.0,54.0,83.0,85.0,65.0,80.0,56.0,76.0,50.0,80.0,39.0,44.0,40.0,37.0,79.0,58.0,65.0,69.0,68.0,52.0,34.0,52.0,52.0,64.0,47.0,48.0,52.0,62.0,40.0,52.0,52.0,51.0,80.0,74.0,2263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,,Wing,25.252525252525253
Chris Paul,United States,None,Los Angeles Clippers,3,PG,None,2-Way 3-Level Playmaker,"6'0""",183,175.0,79.0,"6'4""",193.0,,20.0,"May 6, 1985","Winston-Salem, North Carolina",Wake Forest,81,84.0,98.0,88.0,81.0,94.0,85.0,60.0,76.0,80.0,81.0,62.0,75.0,80.0,75.0,77.0,55.0,86.0,25.0,27.0,40.0,55.0,70.0,50.0,85.0,85.0,90.0,87.0,80.0,90.0,80.0,69.0,61.0,81.0,66.0,45.0,80.0,75.0,75.0,44.0,32.0,56.0,50.0,95.0,2617.0,bronze,,silver,bronze,bronze,,bronze,,,,,,,,,,,,,silver,,,gold,gold,gold,,,,,,,,,bronze,,,,,,,Great,,Guard,23.589835468362743
Christian Braun,United States,None,Denver Nuggets,0,SF,SG,3-Level Scoring Threat,"6'6""",198,220.0,99.0,"6'7""",201.0,,3.0,"April 17, 2001","Burlington, Kansas",Kansas,81,86.0,95.0,85.0,84.0,83.0,85.0,85.0,80.0,83.0,83.0,46.0,83.0,93.0,95.0,80.0,58.0,85.0,25.0,85.0,25.0,55.0,36.0,60.0,90.0,63.0,69.0,69.0,74.0,68.0,36.0,65.0,40.0,79.0,49.0,51.0,78.0,80.0,80.0,51.0,47.0,55.0,80.0,83.0,2579.0,,,bronze,silver,,,,,bronze,,silver,,,,silver,,,,,,,,,,,silver,silver,,,silver,silver,,,bronze,,,,,gold,silver,Great,,Wing,25.252525252525253
Christian Koloko,Cameroon,None,Los Angeles Lakers,10,C,None,Paint Protector,"7'0""",213,230.0,104.0,"7'5""",226.0,,3.0,"June 20, 2000","Douala, Cameroon",Arizona,72,62.0,65.0,60.0,29.0,63.0,75.0,80.0,74.0,72.0,72.0,59.0,75.0,80.0,80.0,80.0,61.0,64.0,75.0,75.0,54.0,50.0,51.0,50.0,70.0,41.0,37.0,42.0,44.0,52.0,29.0,60.0,75.0,37.0,43.0,73.0,75.0,50.0,70.0,67.0,67.0,67.0,60.0,78.0,2278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Big,22.923141352024516
C.J. McCollum,United States,None,Washington Wizards,3,PG,SG,3-Level Slasher,"6'3""",191,190.0,86.0,"6'6""",198.0,,12.0,"September 19, 1991","Canton, Ohio",Lehigh,81,82.0,91.0,77.0,81.0,72.0,80.0,90.0,83.0,82.0,84.0,60.0,80.0,98.0,95.0,80.0,56.0,90.0,30.0,40.0,38.0,46.0,32.0,82.0,91.0,80.0,78.0,86.0,82.0,82.0,70.0,55.0,35.0,70.0,40.0,52.0,70.0,50.0,65.0,43.0,36.0,50.0,85.0,87.0,2557.0,silver,bronze,silver,gold,silver,,gold,,silver,,,,,,,,bronze,bronze,,,bronze,silver,,bronze,bronze,,,,,,,,,,,,,,gold,,Great,,Guard,23.573915188728378
Clint Capela,Switzerland,None,Houston Rockets,15,C,None,Paint Beast,"6'10""",208,256.0,115.0,"7'5""",226.0,,11.0,"May 18, 1994","Geneva, Switzerland",Switzerland,80,53.0,83.0,50.0,25.0,54.0,70.0,35.0,79.0,58.0,60.0,85.0,80.0,92.0,97.0,83.0,72.0,70.0,95.0,80.0,71.0,48.0,69.0,74.0,70.0,36.0,34.0,48.0,30.0,35.0,34.0,71.0,84.0,53.0,40.0,80.0,86.0,74.0,80.0,91.0,91.0,90.0,50.0,85.0,2443.0,,,,,,bronze,,,,bronze,,,bronze,,,silver,,,,,,,,,,,,silver,silver,,,,silver,,gold,silver,gold,silver,,silver,Great,,Big,26.58099112426035
Coby White,United States,None,Chicago Bulls,0,PG,SG,Slashing Inside-Out Creator,"6'5""",196,195.0,88.0,"6'5""",196.0,,6.0,"February 16, 2000","Goldsboro, North Carolina",North Carolina,83,85.0,91.0,61.0,81.0,91.0,85.0,98.0,80.0,85.0,85.0,56.0,81.0,90.0,85.0,80.0,62.0,90.0,30.0,65.0,34.0,45.0,49.0,84.0,95.0,81.0,79.0,87.0,84.0,84.0,70.0,54.0,49.0,64.0,41.0,37.0,66.0,64.0,55.0,40.0,30.0,50.0,85.0,85.0,2591.0,silver,bronze,,silver,silver,,gold,,silver,,,,,,,,bronze,silver,silver,bronze,silver,,silver,silver,silver,,,,,,,,,,,,,,silver,,Great,,Guard,22.907122032486466
Cody Williams,United States,None,Utah Jazz,5,SF,PF,Rim Attacker,"6'8""",203,180.0,81.0,"7'0""",213.0,,1.0,"November 20, 2004","San Luis Obispo, California",Colorado,72,63.0,75.0,53.0,65.0,73.0,65.0,45.0,78.0,87.0,86.0,51.0,75.0,90.0,75.0,80.0,59.0,74.0,50.0,80.0,43.0,47.0,47.0,40.0,90.0,64.0,63.0,82.0,79.0,63.0,34.0,58.0,55.0,73.0,37.0,53.0,70.0,60.0,55.0,42.0,38.0,46.0,60.0,81.0,2340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,19.655900410104593
Colby Jones,United States,None,Detroit Pistons,1,SG,SF,Perimeter Defender,"6'6""",198,207.0,93.0,"6'8""",203.0,,2.0,"May 28, 2002","Birmingham, Alabama",Xavier,74,74.0,95.0,71.0,72.0,67.0,75.0,65.0,75.0,74.0,75.0,48.0,72.0,90.0,85.0,80.0,51.0,75.0,25.0,75.0,38.0,40.0,39.0,44.0,75.0,63.0,67.0,68.0,68.0,70.0,41.0,61.0,49.0,71.0,86.0,70.0,54.0,47.0,50.0,51.0,47.0,55.0,70.0,78.0,2371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Guard,23.72206917661463
Cole Anthony,United States,None,Milwaukee Bucks,50,PG,SG,Inside-Out Scoring Threat,"6'2""",188,185.0,83.0,"6'5""",196.0,,5.0,"May 15, 2000","Portland, Oregon",North Carolina Tar Heels,79,78.0,87.0,72.0,79.0,82.0,75.0,75.0,82.0,84.0,84.0,59.0,77.0,88.0,85.0,98.0,62.0,79.0,40.0,85.0,49.0,58.0,44.0,62.0,80.0,81.0,82.0,84.0,84.0,82.0,72.0,55.0,45.0,69.0,56.0,61.0,55.0,52.0,45.0,56.0,46.0,65.0,65.0,81.0,2586.0,silver,bronze,silver,bronze,silver,,silver,,silver,,,,,,,,silver,bronze,,,silver,silver,bronze,silver,,,,,,,,,,,,,,,,,Good,,Guard,23.48347668628339
