Unnamed: 0,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,season_salary,years_in_the_nba,birthdate,hometown,prior_to_nba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick
26,Ayo Dosunmu,United States,Unknown,Chicago Bulls,11,SG,PG,Shot-Creating 3-Level Threat,"6'5""",196,200.0,90.0,"6'10""",208.0,0.0,4.0,"January 17, 2000","Compton, California",Illinois,78,82.0,87.0,91.0,76.0,79.0,80.0,80.0,74.0,76.0,78.0,52.0,75.0,85.0,75.0,80.0,56.0,86.0,25.0,75.0,35.0,50.0,42.0,50.0,87.0,75.0,72.0,79.0,73.0,79.0,70.0,57.0,38.0,69.0,42.0,51.0,68.0,69.0,65.0,43.0,35.0,50.0,60.0,79.0,2463.0,bronze,Unknown,Unknown,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
27,Bam Adebayo,United States,Unknown,Miami Heat,13,C,Unknown,2-Way 3-Level Scoring Threat,"6'9""",206,255.0,115.0,"7'3""",221.0,0.0,8.0,"July 18, 1997","Newark, New Jersey",Kentucky,88,82.0,88.0,88.0,78.0,76.0,80.0,80.0,85.0,74.0,84.0,85.0,83.0,92.0,90.0,90.0,80.0,82.0,85.0,80.0,80.0,82.0,82.0,60.0,90.0,70.0,72.0,69.0,66.0,74.0,70.0,81.0,94.0,88.0,53.0,60.0,94.0,80.0,95.0,73.0,63.0,83.0,75.0,90.0,2955.0,Unknown,Unknown,Unknown,Unknown,Unknown,silver,bronze,silver,silver,silver,bronze,silver,silver,silver,Unknown,silver,Unknown,bronze,silver,gold,Unknown,Unknown,silver,Unknown,bronze,Unknown,Unknown,silver,gold,Unknown,Unknown,bronze,gold,Unknown,gold,silver,bronze,silver,Unknown,gold
28,Baylor Scheierman,United States,Unknown,Boston Celtics,55,SG,SF,Perimeter Shot Creator,"6'7""",201,205.0,92.0,"6'11""",211.0,0.0,1.0,"September 26, 2000","Hastings, Nebraska",Creighton,71,75.0,73.0,80.0,80.0,85.0,70.0,60.0,73.0,86.0,64.0,54.0,54.0,90.0,85.0,80.0,49.0,71.0,40.0,55.0,30.0,48.0,40.0,44.0,66.0,65.0,70.0,71.0,75.0,69.0,42.0,49.0,47.0,56.0,59.0,40.0,57.0,47.0,40.0,54.0,53.0,55.0,80.0,79.0,2295.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
29,Ben Sheppard,United States,Unknown,Indiana Pacers,26,SG,SF,Perimeter Shot Creator,"6'6""",198,190.0,86.0,"6'8""",203.0,0.0,2.0,"July 16, 2001","Atlanta, Georgia",Belmont,74,78.0,83.0,78.0,78.0,91.0,75.0,60.0,79.0,84.0,84.0,54.0,75.0,85.0,90.0,80.0,56.0,78.0,35.0,60.0,48.0,49.0,47.0,49.0,80.0,65.0,70.0,73.0,74.0,70.0,36.0,65.0,54.0,79.0,43.0,50.0,78.0,75.0,75.0,50.0,45.0,55.0,50.0,80.0,2470.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
30,Bennedict Mathurin,Canada,Unknown,Indiana Pacers,0,SF,SF,Inside-Out Shot Creator,"6'5""",196,210.0,95.0,"6'9""",206.0,0.0,3.0,"June 19, 2002","Montreal, Canada",Arizona,81,77.0,93.0,70.0,77.0,83.0,50.0,90.0,80.0,84.0,84.0,54.0,82.0,92.0,85.0,80.0,66.0,78.0,35.0,80.0,55.0,58.0,55.0,75.0,90.0,71.0,75.0,79.0,81.0,82.0,36.0,54.0,42.0,69.0,37.0,51.0,65.0,62.0,50.0,56.0,47.0,65.0,70.0,84.0,2545.0,silver,Unknown,Unknown,silver,silver,Unknown,silver,Unknown,bronze,Unknown,gold,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown
31,Bilal Coulibaly,France,Unknown,Washington Wizards,0,SG,SF,Defensive Menace,"6'8""",203,195.0,88.0,"7'2""",218.0,0.0,2.0,"July 26, 2004","Saint-Cloud, France",Metropolitans 92 (France),80,75.0,72.0,51.0,75.0,75.0,95.0,80.0,81.0,82.0,85.0,63.0,85.0,92.0,80.0,80.0,64.0,84.0,60.0,85.0,50.0,50.0,50.0,50.0,80.0,68.0,69.0,72.0,64.0,72.0,61.0,70.0,67.0,80.0,53.0,58.0,78.0,78.0,75.0,50.0,47.0,52.0,95.0,87.0,2632.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,silver,silver,Unknown,Unknown,bronze,bronze,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,bronze
32,Blake Wesley,United States,Unknown,Portland Trail Blazers,14,PG,SG,Rim Attacker,"6'3""",191,185.0,83.0,"6'9""",206.0,0.0,3.0,"March 16, 2003","South Bend, Indiana",Notre Dame,72,66.0,69.0,60.0,71.0,64.0,70.0,60.0,75.0,78.0,78.0,40.0,84.0,92.0,75.0,80.0,63.0,74.0,40.0,86.0,54.0,57.0,50.0,59.0,80.0,73.0,69.0,83.0,77.0,68.0,70.0,60.0,49.0,71.0,86.0,40.0,60.0,63.0,50.0,41.0,39.0,42.0,80.0,80.0,2448.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
33,Bobby Portis,United States,Unknown,Milwaukee Bucks,9,PF,C,3-Level Scoring Threat,"6'10""",208,250.0,113.0,"7'2""",218.0,0.0,10.0,"February 10, 1995","Little Rock, Arkansas",Arkansas,81,84.0,93.0,79.0,80.0,82.0,75.0,95.0,76.0,65.0,64.0,83.0,64.0,85.0,90.0,84.0,78.0,74.0,75.0,70.0,83.0,83.0,83.0,74.0,85.0,53.0,55.0,52.0,59.0,52.0,47.0,61.0,78.0,40.0,41.0,60.0,75.0,65.0,65.0,75.0,63.0,87.0,80.0,83.0,2668.0,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,bronze,Unknown,bronze,Unknown,bronze,bronze,bronze,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,bronze,silver,Unknown,Unknown
34,Bobi Klintman,Sweden,Unknown,Detroit Pistons,34,PF,SF,Promising Prospect,"6'10""",208,225.0,101.0,"7'0""",213.0,0.0,1.0,"March 6, 2003","Malmö, Sweden","Cairns Taipans (NBL, Australia)",69,67.0,68.0,70.0,74.0,80.0,60.0,50.0,74.0,75.0,68.0,55.0,72.0,90.0,75.0,80.0,61.0,69.0,65.0,75.0,49.0,50.0,50.0,47.0,80.0,63.0,68.0,70.0,68.0,68.0,43.0,60.0,57.0,64.0,62.0,57.0,60.0,62.0,55.0,46.0,41.0,51.0,60.0,79.0,2367.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
35,Bogdan Bogdanovic,Serbia,Unknown,Los Angeles Clippers,10,SG,SF,Perimeter Shot Creator,"6'5""",196,225.0,101.0,"6'11""",211.0,0.0,11.0,"August 18, 1992","Belgrade, Serbia",Serbia,80,86.0,93.0,95.0,80.0,87.0,70.0,90.0,75.0,75.0,75.0,63.0,78.0,89.0,67.0,77.0,64.0,79.0,50.0,65.0,62.0,57.0,57.0,59.0,85.0,73.0,74.0,79.0,73.0,79.0,60.0,53.0,51.0,63.0,43.0,45.0,60.0,60.0,50.0,44.0,34.0,53.0,50.0,80.0,2507.0,silver,Unknown,Unknown,gold,silver,Unknown,silver,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,bronze,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,Unknown
36,Bradley Beal,United States,Unknown,Los Angeles Clippers,3,SG,PG,Inside-Out ISO Specialist,"6'4""",193,207.0,93.0,"6'8""",203.0,0.0,13.0,"June 28, 1993","St. Louis, Missouri",Florida,81,82.0,97.0,85.0,84.0,81.0,65.0,80.0,81.0,76.0,83.0,62.0,87.0,98.0,78.0,82.0,66.0,89.0,30.0,84.0,55.0,55.0,54.0,65.0,92.0,79.0,82.0,88.0,76.0,85.0,65.0,56.0,45.0,66.0,46.0,56.0,75.0,65.0,40.0,42.0,36.0,47.0,40.0,90.0,2584.0,gold,bronze,silver,gold,silver,Unknown,silver,Unknown,silver,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,silver,silver,Unknown,Unknown,bronze,silver,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,Unknown
37,Branden Carlson,United States,Unknown,Oklahoma City Thunder,15,C,Unknown,Stretch Five,"7'0""",213,220.0,99.0,"7'4""",224.0,0.0,1.0,"June 14, 1999","South Jordan, Utah",Utah,71,72.0,72.0,72.0,82.0,71.0,80.0,55.0,60.0,35.0,30.0,60.0,57.0,85.0,70.0,80.0,65.0,47.0,65.0,60.0,64.0,65.0,65.0,68.0,85.0,39.0,47.0,37.0,27.0,47.0,38.0,39.0,52.0,30.0,25.0,37.0,57.0,39.0,35.0,67.0,53.0,81.0,80.0,71.0,2124.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
38,Brandin Podziemski,United States,Unknown,Golden State Warriors,2,SG,PG,Shot-Creating 3-Level Threat,"6'4""",193,205.0,92.0,"6'6""",198.0,0.0,2.0,"February 25, 2003","Greenfield, Wisconsin",Santa Clara,81,85.0,97.0,80.0,83.0,76.0,80.0,95.0,79.0,82.0,82.0,54.0,78.0,89.0,85.0,80.0,61.0,87.0,35.0,60.0,54.0,55.0,55.0,60.0,85.0,73.0,69.0,80.0,81.0,68.0,67.0,55.0,45.0,63.0,59.0,42.0,62.0,72.0,45.0,56.0,45.0,67.0,75.0,82.0,2574.0,bronze,bronze,Unknown,silver,silver,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,bronze,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
39,Brandon Clarke,Canada,Unknown,Memphis Grizzlies,15,C,PF,2-Way Inside-The-Arc Threat,"6'8""",203,215.0,97.0,"6'8""",203.0,0.0,6.0,"September 19, 1996","Vancouver, Canada",Gonzaga,80,71.0,97.0,78.0,57.0,70.0,60.0,65.0,83.0,84.0,83.0,64.0,82.0,90.0,95.0,80.0,73.0,87.0,80.0,84.0,63.0,62.0,62.0,69.0,80.0,58.0,59.0,69.0,65.0,62.0,33.0,73.0,80.0,75.0,59.0,65.0,80.0,72.0,80.0,72.0,75.0,68.0,75.0,80.0,2689.0,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,bronze,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold
40,Brandon Ingram,United States,Unknown,Toronto Raptors,3,SF,PF,Mid-Range Slasher,"6'8""",203,190.0,86.0,"7'3""",221.0,0.0,9.0,"September 2, 1997","Kinston, North Carolina",Duke,84,86.0,92.0,89.0,81.0,86.0,75.0,95.0,75.0,74.0,74.0,42.0,77.0,95.0,80.0,85.0,79.0,90.0,65.0,80.0,64.0,70.0,70.0,92.0,98.0,76.0,75.0,85.0,70.0,79.0,73.0,59.0,61.0,69.0,41.0,56.0,75.0,68.0,40.0,52.0,39.0,65.0,50.0,88.0,2708.0,silver,Unknown,Unknown,silver,gold,Unknown,gold,Unknown,gold,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,bronze,Unknown,silver,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,silver
41,Brandon Miller,United States,Unknown,Charlotte Hornets,24,SF,SG,Shot-Creating 3-Level Threat,"6'7""",201,200.0,90.0,"7'1""",216.0,0.0,2.0,"November 22, 2002","Antioch, Tennessee",Alabama,82,82.0,77.0,76.0,79.0,86.0,90.0,85.0,79.0,78.0,82.0,51.0,85.0,95.0,80.0,80.0,63.0,80.0,55.0,87.0,40.0,64.0,47.0,53.0,80.0,76.0,75.0,86.0,78.0,75.0,66.0,61.0,50.0,73.0,43.0,62.0,67.0,68.0,65.0,48.0,38.0,57.0,90.0,90.0,2633.0,bronze,Unknown,Unknown,silver,silver,silver,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,silver,bronze,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,gold
42,Brandon Williams,United States,Unknown,Dallas Mavericks,10,PG,SG,3-Level Scoring Threat,"6'1""",185,190.0,86.0,"6'6""",198.0,0.0,4.0,"November 22, 1999","Los Angeles, California",Arizona,77,84.0,88.0,91.0,80.0,85.0,80.0,80.0,76.0,79.0,79.0,62.0,68.0,89.0,75.0,81.0,56.0,82.0,25.0,50.0,27.0,46.0,50.0,75.0,90.0,76.0,75.0,79.0,77.0,79.0,71.0,52.0,33.0,62.0,73.0,40.0,57.0,52.0,45.0,44.0,38.0,49.0,50.0,77.0,2439.0,Unknown,Unknown,bronze,Unknown,bronze,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
43,Brice Sensabaugh,United States,Unknown,Utah Jazz,28,SF,SG,Perimeter Shot Creator,"6'5""",196,235.0,106.0,"6'7""",201.0,0.0,2.0,"October 30, 2003","Orlando, Florida",Ohio State,77,83.0,97.0,74.0,85.0,91.0,75.0,75.0,72.0,65.0,67.0,64.0,70.0,88.0,70.0,79.0,61.0,80.0,35.0,60.0,57.0,59.0,57.0,41.0,95.0,61.0,65.0,74.0,62.0,63.0,43.0,47.0,50.0,55.0,43.0,37.0,55.0,54.0,35.0,49.0,41.0,56.0,60.0,81.0,2358.0,bronze,Unknown,Unknown,bronze,silver,Unknown,bronze,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
44,Bronny James,United States,Unknown,Los Angeles Lakers,9,SG,PG,Rim Attacker,"6'3""",191,190.0,86.0,"6'7""",201.0,0.0,1.0,"October 6, 2004","Cleveland, Ohio",USC,68,59.0,69.0,63.0,70.0,73.0,50.0,30.0,83.0,87.0,87.0,60.0,90.0,90.0,90.0,80.0,51.0,68.0,35.0,80.0,37.0,37.0,30.0,37.0,85.0,65.0,67.0,70.0,84.0,65.0,41.0,59.0,47.0,72.0,57.0,44.0,70.0,60.0,65.0,46.0,42.0,50.0,50.0,82.0,2314.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
45,Brook Lopez,United States,Unknown,Los Angeles Clippers,11,C,Unknown,2-Way 3-Level Scoring Threat,"7'1""",216,282.0,127.0,"7'6""",229.0,0.0,17.0,"April 1, 1988","North Hollywood, California",Stanford,81,85.0,98.0,86.0,81.0,85.0,75.0,85.0,71.0,25.0,60.0,89.0,60.0,92.0,90.0,79.0,75.0,60.0,80.0,65.0,80.0,80.0,80.0,60.0,95.0,41.0,35.0,35.0,25.0,78.0,34.0,75.0,89.0,45.0,37.0,86.0,94.0,78.0,95.0,52.0,50.0,54.0,95.0,83.0,2618.0,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,silver,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,gold,Unknown,gold,Unknown,Unknown,silver,Unknown,silver
46,Bruce Brown,United States,Unknown,Denver Nuggets,0,PG,SG,3 & D Threat,"6'4""",193,202.0,91.0,"6'9""",206.0,0.0,7.0,"August 15, 1996","Boston, Massachusetts",Miami (FL),76,73.0,74.0,60.0,75.0,85.0,75.0,70.0,81.0,78.0,78.0,75.0,80.0,92.0,80.0,84.0,54.0,72.0,30.0,70.0,28.0,34.0,42.0,60.0,95.0,74.0,79.0,79.0,76.0,87.0,49.0,65.0,58.0,77.0,53.0,51.0,79.0,75.0,65.0,56.0,48.0,63.0,70.0,80.0,2526.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,silver
47,Bryce McGowens,United States,Unknown,New Orleans Pelicans,11,SF,SG,Shot-Creating 3-Level Threat,"6'6""",198,175.0,79.0,"6'9""",206.0,0.0,3.0,"November 8, 2002","Pendleton, South Carolina",Nebraska,71,69.0,87.0,79.0,77.0,73.0,55.0,40.0,74.0,74.0,75.0,48.0,81.0,85.0,75.0,80.0,57.0,74.0,40.0,80.0,42.0,42.0,42.0,55.0,78.0,57.0,52.0,74.0,72.0,50.0,35.0,55.0,37.0,66.0,40.0,51.0,65.0,60.0,65.0,44.0,35.0,52.0,85.0,77.0,2298.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
48,Bub Carrington,United States,Unknown,Washington Wizards,8,PG,SG,Perimeter Shot Creator,"6'5""",196,180.0,81.0,"6'9""",206.0,0.0,1.0,"July 21, 2005","Baltimore, Maryland",Pittsburgh,79,84.0,87.0,92.0,79.0,83.0,80.0,80.0,76.0,82.0,72.0,54.0,75.0,89.0,80.0,80.0,60.0,75.0,35.0,60.0,54.0,55.0,55.0,57.0,85.0,78.0,79.0,86.0,77.0,79.0,70.0,45.0,40.0,55.0,38.0,42.0,52.0,52.0,35.0,45.0,32.0,58.0,85.0,83.0,2472.0,Unknown,Unknown,Unknown,bronze,bronze,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,bronze,bronze,Unknown,bronze,Unknown,silver,bronze,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
49,Buddy Hield,Bahamas,Unknown,Golden State Warriors,7,SG,SF,3PT Shot Creator,"6'4""",193,220.0,99.0,"6'9""",206.0,0.0,9.0,"December 17, 1992","Freeport, Bahamas",Oklahoma,77,74.0,97.0,56.0,85.0,78.0,75.0,50.0,72.0,75.0,78.0,41.0,78.0,90.0,60.0,82.0,55.0,75.0,25.0,65.0,28.0,45.0,48.0,59.0,94.0,67.0,70.0,79.0,74.0,70.0,42.0,55.0,48.0,69.0,56.0,51.0,54.0,60.0,50.0,47.0,38.0,56.0,75.0,82.0,2358.0,gold,gold,gold,gold,gold,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,silver,Unknown,bronze,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,Unknown
50,Cade Cunningham,United States,Unknown,Detroit Pistons,2,PG,SG,Playmaking Inside-Out Scorer,"6'6""",198,220.0,99.0,"7'0""",213.0,0.0,4.0,"September 25, 2001","Arlington, Texas",Oklahoma State,92,89.0,94.0,85.0,83.0,86.0,90.0,98.0,82.0,83.0,83.0,62.0,80.0,94.0,90.0,80.0,72.0,94.0,40.0,75.0,60.0,62.0,60.0,88.0,98.0,88.0,90.0,86.0,83.0,92.0,91.0,66.0,59.0,75.0,42.0,60.0,75.0,76.0,75.0,52.0,37.0,67.0,95.0,96.0,2884.0,silver,Unknown,Unknown,silver,gold,Unknown,gold,Unknown,gold,bronze,gold,Unknown,Unknown,Unknown,Unknown,Unknown,silver,gold,gold,gold,gold,bronze,gold,silver,gold,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,silver
51,Caleb Houstan,Canada,Unknown,Atlanta Hawks,2,SG,SF,3 & D Wing,"6'8""",203,205.0,92.0,"7'0""",213.0,0.0,3.0,"January 9, 2003","Mississauga, Canada",Michigan,74,73.0,74.0,76.0,83.0,84.0,70.0,50.0,73.0,78.0,82.0,40.0,72.0,86.0,70.0,80.0,43.0,70.0,25.0,25.0,32.0,32.0,32.0,44.0,80.0,60.0,62.0,70.0,72.0,65.0,30.0,62.0,47.0,80.0,40.0,40.0,78.0,68.0,80.0,40.0,36.0,44.0,75.0,78.0,2250.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
52,Caleb Martin,United States,Unknown,Dallas Mavericks,16,PF,SF,Inside-Out Scoring Threat,"6'5""",196,210.0,95.0,"6'10""",208.0,0.0,6.0,"September 28, 1995","Winston-Salem, North Carolina",Nevada,75,70.0,83.0,71.0,78.0,63.0,65.0,60.0,76.0,68.0,74.0,58.0,74.0,85.0,90.0,80.0,62.0,84.0,25.0,70.0,55.0,54.0,54.0,78.0,75.0,60.0,62.0,69.0,59.0,69.0,41.0,67.0,68.0,75.0,53.0,58.0,74.0,72.0,70.0,51.0,47.0,55.0,60.0,79.0,2455.0,bronze,Unknown,Unknown,silver,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown
